Date,Time,Air_temp(C),Dew_pt(C),Rela_hum(%),Wind_speed(m/s),Wind_dir(degree),Wind_gust(m/s)
01/01/1999,00:50,11.72,NaN,92.9,2.57,260.0,NaN
01/01/1999,01:50,12.22,NaN,92.9,0.00,0.0,NaN
01/01/1999,02:50,12.22,NaN,92.9,0.00,0.0,NaN
01/01/1999,03:50,12.78,NaN,86.7,2.06,NaN,NaN
01/01/1999,04:50,12.78,NaN,86.7,1.54,140.0,NaN
01/01/1999,05:50,11.72,NaN,89.2,3.60,110.0,NaN
01/01/1999,06:50,11.11,NaN,89.1,3.60,110.0,NaN
01/01/1999,07:50,10.00,NaN,92.8,3.09,90.0,NaN
01/01/1999,08:50,10.61,NaN,89.1,2.57,70.0,NaN
01/01/1999,09:50,10.61,NaN,89.1,2.06,20.0,NaN
01/01/1999,10:50,9.39,NaN,96.7,0.00,0.0,NaN
01/01/1999,11:50,8.89,NaN,100.0,0.00,0.0,NaN
01/01/1999,12:50,8.89,NaN,96.0,0.00,0.0,NaN
01/01/1999,13:50,6.72,NaN,100.0,2.57,90.0,NaN
01/01/1999,14:50,8.28,NaN,100.0,2.06,70.0,NaN
01/01/1999,15:50,9.39,NaN,92.8,0.00,0.0,NaN
01/01/1999,16:50,11.72,NaN,89.2,0.00,0.0,NaN
01/01/1999,17:50,12.78,NaN,83.2,2.06,NaN,NaN
01/01/1999,18:50,15.00,NaN,75.0,2.57,250.0,NaN
01/01/1999,19:50,15.00,NaN,75.0,4.12,280.0,NaN
01/01/1999,20:50,16.11,NaN,64.4,3.09,240.0,NaN
01/01/1999,21:50,16.72,NaN,62.0,3.09,260.0,NaN
01/01/1999,22:50,18.89,NaN,50.1,2.06,NaN,NaN
01/01/1999,23:50,15.00,NaN,77.6,5.14,250.0,NaN
01/02/1999,00:50,13.28,NaN,86.7,4.63,260.0,NaN
01/02/1999,01:50,12.22,NaN,96.8,3.09,250.0,NaN
01/02/1999,02:50,12.22,NaN,100.0,3.60,250.0,NaN
01/02/1999,03:50,12.22,NaN,89.9,2.06,250.0,NaN
01/02/1999,04:50,12.78,NaN,96.4,0.00,0.0,NaN
01/02/1999,05:50,11.72,NaN,100.0,2.06,60.0,NaN
01/02/1999,06:50,10.61,NaN,100.0,2.06,90.0,NaN
01/02/1999,07:50,10.61,NaN,100.0,2.57,90.0,NaN
01/02/1999,08:50,10.00,NaN,96.0,1.54,100.0,NaN
01/02/1999,09:50,10.61,NaN,85.5,2.06,130.0,NaN
01/02/1999,10:50,7.78,NaN,100.0,1.54,120.0,NaN
01/02/1999,11:50,7.78,NaN,100.0,0.00,0.0,NaN
01/02/1999,12:50,6.72,NaN,100.0,1.54,90.0,NaN
01/02/1999,13:50,7.22,NaN,100.0,1.54,100.0,NaN
01/02/1999,14:50,7.22,NaN,94.4,2.57,60.0,NaN
01/02/1999,15:50,10.00,NaN,56.4,2.06,90.0,NaN
01/02/1999,16:50,15.00,NaN,40.6,2.06,60.0,NaN
01/02/1999,17:50,17.22,NaN,38.0,2.06,110.0,NaN
01/02/1999,18:50,21.11,NaN,21.6,3.60,110.0,NaN
01/02/1999,19:50,22.78,NaN,18.0,0.00,0.0,NaN
01/02/1999,20:50,19.39,NaN,54.6,3.60,240.0,NaN
01/02/1999,21:50,18.28,NaN,58.5,5.14,260.0,NaN
01/02/1999,22:50,17.22,NaN,62.5,5.14,250.0,NaN
01/02/1999,23:50,16.11,NaN,69.9,3.60,250.0,NaN
01/03/1999,00:50,13.89,NaN,83.3,3.09,260.0,NaN
01/03/1999,01:50,14.39,NaN,74.9,2.06,240.0,NaN
01/03/1999,02:50,14.39,NaN,74.9,2.06,180.0,NaN
01/03/1999,03:50,13.28,NaN,80.5,1.54,120.0,NaN
01/03/1999,04:50,13.28,NaN,74.7,2.06,70.0,NaN
01/03/1999,05:50,12.78,NaN,74.1,2.57,50.0,NaN
01/03/1999,06:50,14.39,NaN,57.5,2.57,NaN,NaN
01/03/1999,07:50,11.72,NaN,63.4,3.09,80.0,NaN
01/03/1999,08:50,10.61,NaN,65.4,2.06,80.0,NaN
01/03/1999,09:50,8.89,NaN,100.0,3.09,100.0,NaN
01/03/1999,10:50,8.89,NaN,100.0,2.06,90.0,NaN
01/03/1999,11:50,6.72,NaN,100.0,0.00,0.0,NaN
01/03/1999,12:50,7.00,NaN,100.0,2.06,90.0,NaN
01/03/1999,13:50,6.72,NaN,100.0,0.00,0.0,NaN
01/03/1999,14:50,7.22,NaN,92.7,2.06,120.0,NaN
01/03/1999,15:50,10.00,NaN,80.1,0.00,0.0,NaN
01/03/1999,16:50,13.28,NaN,64.5,0.00,0.0,NaN
01/03/1999,17:50,17.78,NaN,50.0,0.00,0.0,NaN
01/03/1999,18:50,21.72,NaN,26.7,0.00,0.0,NaN
01/03/1999,19:50,23.89,NaN,13.1,2.06,170.0,NaN
01/03/1999,20:50,24.39,NaN,12.7,2.57,150.0,NaN
01/03/1999,21:50,25.00,NaN,11.7,1.54,170.0,NaN
01/03/1999,22:50,23.28,NaN,20.5,3.60,230.0,NaN
01/03/1999,23:50,22.22,NaN,17.1,2.57,240.0,NaN
01/04/1999,00:50,17.22,NaN,42.6,4.12,250.0,NaN
01/04/1999,01:50,17.78,NaN,32.6,2.57,260.0,NaN
01/04/1999,02:50,18.89,NaN,25.9,2.06,330.0,NaN
01/04/1999,03:50,17.22,NaN,23.4,0.00,0.0,NaN
01/04/1999,04:50,17.22,NaN,18.8,0.00,0.0,NaN
01/04/1999,05:50,15.61,NaN,28.1,3.09,50.0,NaN
01/04/1999,06:50,15.00,NaN,28.2,2.06,70.0,NaN
01/04/1999,07:50,15.61,NaN,21.9,2.06,70.0,NaN
01/04/1999,08:50,12.78,NaN,27.3,1.54,NaN,NaN
01/04/1999,09:50,13.89,NaN,22.4,1.54,60.0,NaN
01/04/1999,10:50,10.61,NaN,33.0,2.06,50.0,NaN
01/04/1999,11:50,11.72,NaN,26.9,3.09,50.0,NaN
01/04/1999,12:50,11.11,NaN,25.8,2.06,60.0,NaN
01/04/1999,13:50,13.28,NaN,19.7,2.06,360.0,NaN
01/04/1999,14:50,14.39,NaN,17.5,2.57,NaN,NaN
01/04/1999,15:50,15.61,NaN,16.2,2.57,NaN,NaN
01/04/1999,16:50,16.72,NaN,18.7,3.09,60.0,NaN
01/04/1999,17:50,19.39,NaN,15.8,4.12,360.0,NaN
01/04/1999,18:50,22.22,NaN,12.2,3.60,360.0,NaN
01/04/1999,19:50,23.89,NaN,12.0,3.60,30.0,NaN
01/04/1999,20:50,25.00,NaN,9.9,2.57,10.0,NaN
01/04/1999,21:50,26.11,NaN,10.1,2.57,NaN,NaN
01/04/1999,22:50,22.22,NaN,24.8,4.63,270.0,NaN
01/04/1999,23:50,20.61,NaN,23.2,4.12,260.0,NaN
01/05/1999,00:50,16.72,NaN,37.7,4.12,260.0,NaN
01/05/1999,01:50,16.72,NaN,34.8,2.06,240.0,NaN
01/05/1999,02:50,19.39,NaN,19.6,1.54,290.0,NaN
01/05/1999,03:50,18.28,NaN,17.0,3.09,330.0,NaN
01/05/1999,04:50,18.28,NaN,17.0,2.06,30.0,NaN
01/05/1999,05:50,15.61,NaN,22.7,0.00,0.0,NaN
01/05/1999,06:50,15.00,NaN,22.8,1.54,70.0,NaN
01/05/1999,07:50,13.89,NaN,24.4,1.54,NaN,NaN
01/05/1999,08:50,13.28,NaN,24.3,2.57,40.0,NaN
01/05/1999,09:50,12.78,NaN,25.1,2.57,70.0,NaN
01/05/1999,10:50,15.00,NaN,19.2,4.12,20.0,NaN
01/05/1999,11:50,11.72,NaN,26.9,2.06,60.0,NaN
01/05/1999,12:50,11.11,NaN,29.3,2.06,70.0,NaN
01/05/1999,13:50,11.72,NaN,25.9,0.00,0.0,NaN
01/05/1999,14:50,11.72,NaN,26.9,2.06,80.0,NaN
01/05/1999,15:50,12.78,NaN,26.3,3.09,90.0,NaN
01/05/1999,16:50,15.61,NaN,23.8,2.06,60.0,NaN
01/05/1999,17:50,NaN,NaN,NaN,NaN,NaN,NaN
01/05/1999,18:50,21.11,NaN,14.8,2.57,60.0,NaN
01/05/1999,19:50,23.28,NaN,18.2,0.00,0.0,NaN
01/05/1999,20:50,20.00,NaN,32.0,5.66,260.0,NaN
01/05/1999,21:50,20.00,NaN,32.0,5.66,260.0,NaN
01/05/1999,22:50,17.78,NaN,42.9,4.12,250.0,NaN
01/05/1999,23:50,17.22,NaN,33.7,4.12,260.0,NaN
01/06/1999,00:50,15.61,NaN,34.5,4.12,270.0,NaN
01/06/1999,01:50,15.00,NaN,66.9,3.60,240.0,NaN
01/06/1999,02:50,15.61,NaN,61.7,0.00,0.0,NaN
01/06/1999,03:50,15.00,NaN,66.9,3.09,100.0,NaN
01/06/1999,04:50,15.00,NaN,64.2,2.06,120.0,NaN
01/06/1999,05:50,15.61,NaN,59.6,1.54,140.0,NaN
01/06/1999,06:50,13.89,NaN,35.5,0.00,0.0,NaN
01/06/1999,07:50,13.89,NaN,36.9,2.57,30.0,NaN
01/06/1999,08:50,13.89,NaN,38.5,0.00,0.0,NaN
01/06/1999,09:50,13.28,NaN,38.4,1.54,80.0,NaN
01/06/1999,10:50,10.61,NaN,47.8,2.57,60.0,NaN
01/06/1999,11:50,10.00,NaN,47.6,1.54,80.0,NaN
01/06/1999,12:50,10.00,NaN,47.6,2.57,70.0,NaN
01/06/1999,13:50,11.11,NaN,44.2,0.00,0.0,NaN
01/06/1999,14:50,11.11,NaN,44.2,1.54,110.0,NaN
01/06/1999,15:50,10.61,NaN,44.1,2.57,90.0,NaN
01/06/1999,16:50,15.00,NaN,34.3,0.00,0.0,NaN
01/06/1999,17:50,17.78,NaN,27.7,0.00,0.0,NaN
01/06/1999,18:50,20.00,NaN,24.1,0.00,0.0,NaN
01/06/1999,19:50,19.39,NaN,26.0,4.12,250.0,NaN
01/06/1999,20:50,18.28,NaN,26.9,4.12,250.0,NaN
01/06/1999,21:50,18.28,NaN,26.9,3.09,250.0,NaN
01/06/1999,22:50,18.28,NaN,25.7,3.09,250.0,NaN
01/06/1999,23:50,16.11,NaN,28.4,4.12,260.0,NaN
01/07/1999,00:50,13.89,NaN,31.4,4.12,260.0,NaN
01/07/1999,01:50,12.78,NaN,32.5,3.60,260.0,NaN
01/07/1999,02:50,12.78,NaN,31.1,2.57,250.0,NaN
01/07/1999,03:50,15.00,NaN,77.0,3.09,260.0,NaN
01/07/1999,04:50,13.22,NaN,89.3,2.06,240.0,NaN
01/07/1999,05:50,13.22,NaN,88.0,0.00,0.0,NaN
01/07/1999,06:50,13.39,NaN,84.8,0.00,0.0,NaN
01/07/1999,07:50,11.72,NaN,92.9,1.54,110.0,NaN
01/07/1999,08:50,11.11,NaN,92.9,0.00,0.0,NaN
01/07/1999,09:50,10.00,NaN,96.0,0.00,0.0,NaN
01/07/1999,10:50,8.89,NaN,100.0,2.57,100.0,NaN
01/07/1999,11:50,9.39,NaN,96.7,0.00,0.0,NaN
01/07/1999,12:50,11.11,NaN,89.1,2.06,70.0,NaN
01/07/1999,13:50,10.00,NaN,96.0,2.06,NaN,NaN
01/07/1999,14:50,11.11,NaN,92.9,0.00,0.0,NaN
01/07/1999,15:50,11.11,NaN,89.1,0.00,0.0,NaN
01/07/1999,16:50,11.11,NaN,89.1,3.09,NaN,NaN
01/07/1999,17:50,12.22,NaN,82.8,2.57,140.0,NaN
01/07/1999,18:50,13.28,NaN,77.3,2.06,140.0,NaN
01/07/1999,19:50,13.89,NaN,77.4,2.06,220.0,NaN
01/07/1999,20:50,14.39,NaN,74.9,3.60,260.0,NaN
01/07/1999,21:50,14.39,NaN,74.9,4.12,260.0,NaN
01/07/1999,22:50,13.89,NaN,77.4,3.60,250.0,NaN
01/07/1999,23:50,NaN,NaN,NaN,NaN,NaN,NaN
01/08/1999,00:50,12.22,NaN,86.3,3.09,240.0,NaN
01/08/1999,01:50,11.72,NaN,89.2,2.57,220.0,NaN
01/08/1999,02:50,12.22,NaN,86.3,1.54,280.0,NaN
01/08/1999,03:50,11.72,NaN,85.6,2.06,80.0,NaN
01/08/1999,04:50,11.72,NaN,89.2,2.57,100.0,NaN
01/08/1999,05:50,12.22,NaN,86.3,1.54,120.0,NaN
01/08/1999,06:50,12.22,NaN,82.8,2.57,40.0,NaN
01/08/1999,07:50,12.22,NaN,76.8,1.54,230.0,NaN
01/08/1999,08:50,12.22,NaN,76.8,2.06,100.0,NaN
01/08/1999,09:50,12.22,NaN,76.8,3.60,80.0,NaN
01/08/1999,10:50,11.11,NaN,79.9,2.57,90.0,NaN
01/08/1999,11:50,11.72,NaN,76.8,1.54,60.0,NaN
01/08/1999,12:50,11.11,NaN,77.0,1.54,50.0,NaN
01/08/1999,13:50,11.72,NaN,73.9,2.57,350.0,NaN
01/08/1999,14:50,10.61,NaN,76.9,2.57,NaN,NaN
01/08/1999,15:50,11.11,NaN,77.0,3.09,90.0,NaN
01/08/1999,16:50,11.72,NaN,73.9,2.06,NaN,NaN
01/08/1999,17:50,13.28,NaN,66.7,2.06,40.0,NaN
01/08/1999,18:50,14.39,NaN,62.1,1.54,NaN,NaN
01/08/1999,19:50,16.72,NaN,49.5,0.00,0.0,NaN
01/08/1999,20:50,16.11,NaN,59.8,4.63,260.0,NaN
01/08/1999,21:50,16.11,NaN,59.8,3.09,280.0,NaN
01/08/1999,22:50,15.61,NaN,64.3,5.14,250.0,NaN
01/08/1999,23:50,15.00,NaN,62.0,3.09,260.0,NaN
01/09/1999,00:50,13.89,NaN,77.4,3.60,280.0,NaN
01/09/1999,01:50,13.28,NaN,77.3,2.06,280.0,NaN
01/09/1999,02:50,14.39,NaN,60.0,2.57,160.0,NaN
01/09/1999,03:50,16.72,NaN,40.6,2.06,150.0,NaN
01/09/1999,04:50,15.61,NaN,42.1,0.00,0.0,NaN
01/09/1999,05:50,15.00,NaN,37.5,3.09,160.0,NaN
01/09/1999,06:50,14.39,NaN,35.7,2.57,NaN,NaN
01/09/1999,07:50,14.39,NaN,29.3,1.54,60.0,NaN
01/09/1999,08:50,11.72,NaN,42.5,3.09,100.0,NaN
01/09/1999,09:50,11.72,NaN,39.1,2.06,120.0,NaN
01/09/1999,10:50,10.00,NaN,47.6,1.54,270.0,NaN
01/09/1999,11:50,8.28,NaN,53.5,0.00,0.0,NaN
01/09/1999,12:50,8.28,NaN,53.5,2.06,250.0,NaN
01/09/1999,13:50,10.61,NaN,76.9,3.09,260.0,NaN
01/09/1999,14:50,12.22,NaN,69.1,0.00,0.0,NaN
01/09/1999,15:50,10.00,NaN,56.4,0.00,0.0,NaN
01/09/1999,16:50,13.28,NaN,34.1,2.57,80.0,NaN
01/09/1999,17:50,17.22,NaN,20.5,2.06,NaN,NaN
01/09/1999,18:50,20.61,NaN,16.0,3.60,90.0,NaN
01/09/1999,19:50,22.22,NaN,12.7,0.00,0.0,NaN
01/09/1999,20:50,23.28,NaN,13.0,0.00,0.0,NaN
01/09/1999,21:50,20.61,NaN,37.5,6.17,250.0,NaN
01/09/1999,22:50,19.39,NaN,27.2,4.63,250.0,NaN
01/09/1999,23:50,17.78,NaN,24.5,5.14,260.0,NaN
01/10/1999,00:50,16.72,NaN,39.2,5.14,240.0,NaN
01/10/1999,01:50,16.11,NaN,47.7,5.14,220.0,NaN
01/10/1999,02:50,17.22,NaN,41.1,2.06,NaN,NaN
01/10/1999,03:50,16.72,NaN,40.6,0.00,0.0,NaN
01/10/1999,04:50,15.61,NaN,45.5,0.00,0.0,NaN
01/10/1999,05:50,13.89,NaN,47.0,2.57,50.0,NaN
01/10/1999,06:50,13.89,NaN,41.8,3.09,60.0,NaN
01/10/1999,07:50,14.39,NaN,37.3,0.00,0.0,NaN
01/10/1999,08:50,12.78,NaN,35.2,2.06,110.0,NaN
01/10/1999,09:50,11.11,NaN,48.3,2.06,100.0,NaN
01/10/1999,10:50,10.61,NaN,44.1,2.06,80.0,NaN
01/10/1999,11:50,10.61,NaN,39.0,2.57,100.0,NaN
01/10/1999,12:50,12.78,NaN,29.9,2.57,50.0,NaN
01/10/1999,13:50,11.11,NaN,33.4,3.09,60.0,NaN
01/10/1999,14:50,14.39,NaN,25.8,1.54,NaN,NaN
01/10/1999,15:50,11.72,NaN,34.9,0.00,0.0,NaN
01/10/1999,16:50,15.61,NaN,25.9,2.57,70.0,NaN
01/10/1999,17:50,18.89,NaN,20.3,3.09,360.0,NaN
01/10/1999,18:50,21.11,NaN,17.7,2.57,30.0,NaN
01/10/1999,19:50,24.39,NaN,12.7,3.60,20.0,NaN
01/10/1999,20:50,26.11,NaN,11.9,4.12,10.0,NaN
01/10/1999,21:50,26.72,NaN,14.2,2.06,NaN,NaN
01/10/1999,22:50,23.28,NaN,25.1,2.06,250.0,NaN
01/10/1999,23:50,NaN,NaN,NaN,NaN,NaN,NaN
01/11/1999,00:50,17.78,NaN,31.4,2.57,300.0,NaN
01/11/1999,01:50,18.28,NaN,29.1,2.06,NaN,NaN
01/11/1999,02:50,17.78,NaN,31.4,0.00,0.0,NaN
01/11/1999,03:50,17.22,NaN,38.0,0.00,0.0,NaN
01/11/1999,04:50,17.22,NaN,32.5,2.06,300.0,NaN
01/11/1999,05:50,15.61,NaN,64.3,2.06,210.0,NaN
01/11/1999,06:50,15.00,NaN,69.2,1.54,240.0,NaN
01/11/1999,07:50,15.61,NaN,66.5,1.54,350.0,NaN
01/11/1999,08:50,13.89,NaN,64.1,1.54,NaN,NaN
01/11/1999,09:50,14.39,NaN,39.0,2.06,NaN,NaN
01/11/1999,10:50,13.28,NaN,69.3,2.57,290.0,NaN
01/11/1999,11:50,13.89,NaN,62.0,1.54,330.0,NaN
01/11/1999,12:50,11.72,NaN,68.5,1.54,70.0,NaN
01/11/1999,13:50,11.11,NaN,68.9,2.06,80.0,NaN
01/11/1999,14:50,10.61,NaN,71.2,3.09,80.0,NaN
01/11/1999,15:50,12.22,NaN,66.2,3.09,100.0,NaN
01/11/1999,16:50,14.39,NaN,64.5,2.06,120.0,NaN
01/11/1999,17:50,17.22,NaN,44.4,3.09,90.0,NaN
01/11/1999,18:50,18.28,NaN,61.0,3.09,250.0,NaN
01/11/1999,19:50,17.78,NaN,62.9,3.60,230.0,NaN
01/11/1999,20:50,18.89,NaN,40.0,2.57,240.0,NaN
01/11/1999,21:50,17.78,NaN,65.0,3.60,240.0,NaN
01/11/1999,22:50,17.78,NaN,52.0,3.09,240.0,NaN
01/11/1999,23:50,16.11,NaN,67.1,4.63,250.0,NaN
01/12/1999,00:50,14.39,NaN,84.0,5.66,250.0,NaN
01/12/1999,01:50,13.28,NaN,93.3,4.12,270.0,NaN
01/12/1999,02:50,13.28,NaN,93.3,3.60,230.0,NaN
01/12/1999,03:50,13.28,NaN,90.3,3.09,240.0,NaN
01/12/1999,04:50,13.28,NaN,86.7,0.00,0.0,NaN
01/12/1999,05:50,12.78,NaN,89.6,2.06,170.0,NaN
01/12/1999,06:50,12.22,NaN,92.9,1.54,200.0,NaN
01/12/1999,07:50,12.22,NaN,92.9,0.00,0.0,NaN
01/12/1999,08:50,12.78,NaN,86.7,2.06,NaN,NaN
01/12/1999,09:50,12.22,NaN,89.9,1.54,40.0,NaN
01/12/1999,10:50,12.22,NaN,89.9,3.09,80.0,NaN
01/12/1999,11:50,12.22,NaN,86.3,3.09,80.0,NaN
01/12/1999,12:50,12.22,NaN,82.8,2.57,90.0,NaN
01/12/1999,13:50,11.72,NaN,85.6,3.09,70.0,NaN
01/12/1999,14:50,11.72,NaN,85.6,3.09,60.0,NaN
01/12/1999,15:50,11.72,NaN,85.6,3.09,40.0,NaN
01/12/1999,16:50,12.78,NaN,77.2,2.57,NaN,NaN
01/12/1999,17:50,13.89,NaN,68.9,2.06,80.0,NaN
01/12/1999,18:50,15.00,NaN,64.2,3.09,150.0,NaN
01/12/1999,19:50,16.11,NaN,59.8,1.54,NaN,NaN
01/12/1999,20:50,15.00,NaN,69.2,4.63,240.0,NaN
01/12/1999,21:50,15.00,NaN,69.2,3.60,250.0,NaN
01/12/1999,22:50,15.00,NaN,69.2,3.60,260.0,NaN
01/12/1999,23:50,13.89,NaN,74.3,4.12,260.0,NaN
01/13/1999,00:50,12.78,NaN,79.9,4.12,260.0,NaN
01/13/1999,01:50,11.72,NaN,85.6,3.09,260.0,NaN
01/13/1999,02:50,12.78,NaN,83.2,0.00,0.0,NaN
01/13/1999,03:50,13.28,NaN,80.5,1.54,340.0,NaN
01/13/1999,04:50,12.78,NaN,79.9,0.00,0.0,NaN
01/13/1999,05:50,12.78,NaN,83.2,1.54,120.0,NaN
01/13/1999,06:50,11.11,NaN,89.1,0.00,0.0,NaN
01/13/1999,07:50,11.72,NaN,85.6,0.00,0.0,NaN
01/13/1999,08:50,9.39,NaN,92.8,3.09,90.0,NaN
01/13/1999,09:50,10.61,NaN,89.1,0.00,0.0,NaN
01/13/1999,10:50,9.39,NaN,96.7,0.00,0.0,NaN
01/13/1999,11:50,10.00,NaN,89.0,0.00,0.0,NaN
01/13/1999,12:50,8.89,NaN,92.7,2.06,120.0,NaN
01/13/1999,13:50,8.89,NaN,92.7,0.00,0.0,NaN
01/13/1999,14:50,9.39,NaN,89.7,2.06,NaN,NaN
01/13/1999,15:50,10.00,NaN,86.1,2.57,110.0,NaN
01/13/1999,16:50,11.11,NaN,82.7,2.57,90.0,NaN
01/13/1999,17:50,13.28,NaN,74.7,1.54,NaN,NaN
01/13/1999,18:50,15.00,NaN,72.0,2.57,260.0,NaN
01/13/1999,19:50,15.00,NaN,75.0,4.12,240.0,NaN
01/13/1999,20:50,14.39,NaN,78.1,5.14,240.0,NaN
01/13/1999,21:50,15.00,NaN,75.0,5.66,260.0,NaN
01/13/1999,22:50,14.39,NaN,78.1,3.60,240.0,NaN
01/13/1999,23:50,13.89,NaN,80.6,4.12,240.0,NaN
01/14/1999,00:50,12.78,NaN,86.7,3.60,250.0,NaN
01/14/1999,01:50,12.22,NaN,89.9,3.60,260.0,NaN
01/14/1999,02:50,12.22,NaN,89.9,3.60,260.0,NaN
01/14/1999,03:50,12.22,NaN,92.9,3.60,260.0,NaN
01/14/1999,04:50,12.22,NaN,89.9,1.54,NaN,NaN
01/14/1999,05:50,12.22,NaN,89.9,0.00,0.0,NaN
01/14/1999,06:50,11.72,NaN,92.9,3.60,100.0,NaN
01/14/1999,07:50,12.22,NaN,92.9,2.57,330.0,NaN
01/14/1999,08:50,11.11,NaN,92.9,1.54,NaN,NaN
01/14/1999,09:50,9.39,NaN,100.0,2.06,110.0,NaN
01/14/1999,10:50,10.00,NaN,92.8,1.54,190.0,NaN
01/14/1999,11:50,10.61,NaN,92.2,0.00,0.0,NaN
01/14/1999,12:50,9.39,NaN,92.8,1.54,40.0,NaN
01/14/1999,13:50,10.00,NaN,92.8,0.00,0.0,NaN
01/14/1999,14:50,9.39,NaN,92.8,1.54,NaN,NaN
01/14/1999,15:50,12.22,NaN,69.1,2.57,50.0,NaN
01/14/1999,16:50,16.72,NaN,44.0,2.06,90.0,NaN
01/14/1999,17:50,20.00,NaN,30.7,2.57,60.0,NaN
01/14/1999,18:50,22.78,NaN,23.1,2.06,50.0,NaN
01/14/1999,19:50,25.00,NaN,20.2,1.54,130.0,NaN
01/14/1999,20:50,24.39,NaN,29.9,4.63,250.0,NaN
01/14/1999,21:50,22.22,NaN,44.0,3.60,250.0,NaN
01/14/1999,22:50,21.72,NaN,31.1,3.09,250.0,NaN
01/14/1999,23:50,22.22,NaN,26.8,5.14,260.0,NaN
01/15/1999,00:50,18.89,NaN,41.8,2.57,240.0,NaN
01/15/1999,01:50,16.72,NaN,59.9,3.09,220.0,NaN
01/15/1999,02:50,15.61,NaN,72.2,1.54,240.0,NaN
01/15/1999,03:50,16.72,NaN,67.2,0.00,0.0,NaN
01/15/1999,04:50,17.78,NaN,53.8,0.00,0.0,NaN
01/15/1999,05:50,16.11,NaN,57.8,0.00,0.0,NaN
01/15/1999,06:50,16.72,NaN,39.2,0.00,0.0,NaN
01/15/1999,07:50,18.89,NaN,26.8,2.06,NaN,NaN
01/15/1999,08:50,16.72,NaN,29.6,1.54,40.0,NaN
01/15/1999,09:50,15.00,NaN,33.1,0.00,0.0,NaN
01/15/1999,10:50,13.28,NaN,38.4,0.00,0.0,NaN
01/15/1999,11:50,12.78,NaN,41.4,2.06,100.0,NaN
01/15/1999,12:50,12.22,NaN,41.1,1.54,40.0,NaN
01/15/1999,13:50,12.78,NaN,41.4,2.06,120.0,NaN
01/15/1999,14:50,12.78,NaN,39.6,2.57,110.0,NaN
01/15/1999,15:50,13.89,NaN,38.5,2.57,80.0,NaN
01/15/1999,16:50,15.61,NaN,36.1,4.12,90.0,NaN
01/15/1999,17:50,17.22,NaN,36.5,3.60,90.0,NaN
01/15/1999,18:50,19.39,NaN,40.5,0.00,0.0,NaN
01/15/1999,19:50,18.89,NaN,48.5,3.60,250.0,NaN
01/15/1999,20:50,19.39,NaN,63.3,3.60,250.0,NaN
01/15/1999,21:50,20.61,NaN,52.7,2.57,240.0,NaN
01/15/1999,22:50,19.39,NaN,47.0,2.57,240.0,NaN
01/15/1999,23:50,17.22,NaN,62.5,3.09,260.0,NaN
01/16/1999,00:50,16.11,NaN,67.1,1.54,240.0,NaN
01/16/1999,01:50,15.00,NaN,93.1,4.12,240.0,NaN
01/16/1999,02:50,15.00,NaN,77.6,3.60,240.0,NaN
01/16/1999,03:50,15.61,NaN,69.3,3.09,250.0,NaN
01/16/1999,04:50,15.00,NaN,72.0,2.06,120.0,NaN
01/16/1999,05:50,14.39,NaN,84.0,0.00,0.0,NaN
01/16/1999,06:50,13.28,NaN,96.8,2.57,80.0,NaN
01/16/1999,07:50,12.78,NaN,96.4,2.06,90.0,NaN
01/16/1999,08:50,12.78,NaN,96.4,3.09,NaN,NaN
01/16/1999,09:50,12.78,NaN,100.0,2.06,110.0,NaN
01/16/1999,10:50,12.22,NaN,100.0,1.54,80.0,NaN
01/16/1999,11:50,12.22,NaN,100.0,3.09,90.0,NaN
01/16/1999,12:50,11.72,NaN,100.0,2.06,80.0,NaN
01/16/1999,13:50,11.72,NaN,100.0,3.09,60.0,NaN
01/16/1999,14:50,12.22,NaN,100.0,2.06,80.0,NaN
01/16/1999,15:50,12.22,NaN,100.0,3.09,60.0,NaN
01/16/1999,16:50,12.78,NaN,100.0,4.12,30.0,NaN
01/16/1999,17:50,13.89,NaN,93.0,1.54,NaN,NaN
01/16/1999,18:50,NaN,NaN,NaN,NaN,NaN,NaN
01/16/1999,19:50,NaN,NaN,NaN,NaN,NaN,NaN
01/16/1999,20:50,NaN,NaN,NaN,NaN,NaN,NaN
01/16/1999,21:50,NaN,NaN,NaN,NaN,NaN,NaN
01/16/1999,22:50,NaN,NaN,NaN,NaN,NaN,NaN
01/16/1999,23:50,NaN,NaN,NaN,NaN,NaN,NaN
01/17/1999,00:50,NaN,NaN,NaN,NaN,NaN,NaN
01/17/1999,01:50,NaN,NaN,NaN,NaN,NaN,NaN
01/17/1999,02:50,NaN,NaN,NaN,NaN,NaN,NaN
01/17/1999,03:50,NaN,NaN,NaN,NaN,NaN,NaN
01/17/1999,04:50,NaN,NaN,NaN,NaN,NaN,NaN
01/17/1999,05:50,14.39,NaN,93.0,0.00,0.0,NaN
01/17/1999,06:50,14.39,NaN,90.1,0.00,0.0,NaN
01/17/1999,07:50,13.89,NaN,96.1,2.57,80.0,NaN
01/17/1999,08:50,13.89,NaN,93.0,2.57,80.0,NaN
01/17/1999,09:50,13.89,NaN,89.7,3.09,80.0,NaN
01/17/1999,10:50,12.78,NaN,93.3,1.54,70.0,NaN
01/17/1999,11:50,13.28,NaN,93.3,0.00,0.0,NaN
01/17/1999,12:50,13.28,NaN,93.3,0.00,0.0,NaN
01/17/1999,13:50,13.89,NaN,89.7,0.00,0.0,NaN
